country_of_origin,destination_country,destination_city,year,count,gender,age_group
Brazil,Finland,Turku,2024,738,Non-binary,18-22
China,South Korea,Daejeon,2016,4346,Male,23-26
India,UK,Manchester,2018,11219,Female,18-22
Brazil,USA,New York,2022,6814,Male,23-26
China,Russia,Kazan,2019,4360,Female,23-26
India,Singapore,Singapore,2023,6193,Female,18-22
Turkey,Sweden,Uppsala,2022,1805,Female,18-22
Vietnam,UK,London,2019,4379,Female,18-22
Nepal,India,Bangalore,2016,1420,Male,23-26
Kenya,Spain,Madrid,2016,2681,Male,23-26
Turkey,Spain,Madrid,2018,2112,Female,18-22
Pakistan,Sweden,Gothenburg,2021,1917,Male,18-22
Bangladesh,South Korea,Busan,2017,2056,Male,27+
China,Netherlands,Eindhoven,2024,4154,Female,18-22
Nepal,South Korea,Busan,2021,3258,Male,18-22
China,Australia,Melbourne,2021,7570,Male,18-22
Nigeria,Ireland,Dublin,2016,1117,Female,18-22
Pakistan,Sweden,Uppsala,2020,1681,Female,18-22
China,Norway,Bergen,2017,2452,Female,23-26
Nigeria,Singapore,Singapore,2024,3646,Male,18-22
Nigeria,USA,Chicago,2015,7391,Male,18-22
Pakistan,UK,Birmingham,2023,4018,Male,18-22
Vietnam,UAE,Sharjah,2017,863,Female,23-26
Nigeria,USA,Chicago,2016,8514,Male,18-22
Pakistan,Ireland,Galway,2019,621,Female,23-26
Nigeria,South Korea,Daejeon,2023,3553,Male,18-22
Kenya,Norway,Oslo,2020,1217,Male,18-22
Bangladesh,Japan,Kyoto,2015,1663,Female,18-22
Kenya,South Africa,Pretoria,2022,1382,Male,18-22
Pakistan,UAE,Dubai,2020,1149,Male,18-22
Nepal,Sweden,Uppsala,2021,2067,Female,27+
Brazil,Sweden,Uppsala,2019,1659,Female,18-22
Bangladesh,UK,Birmingham,2020,4394,Male,18-22
Vietnam,Norway,Bergen,2017,1330,Male,23-26
Pakistan,Australia,Melbourne,2018,3796,Male,18-22
India,France,Marseille,2021,8438,Male,18-22
China,Netherlands,Amsterdam,2022,4601,Male,18-22
India,South Africa,Cape Town,2024,3957,Female,18-22
Brazil,Australia,Melbourne,2023,3335,Female,18-22
Nepal,Norway,Bergen,2016,1091,Female,23-26
China,Finland,Tampere,2016,961,Female,27+
Turkey,Finland,Turku,2019,590,Female,18-22
India,France,Lyon,2024,9769,Female,18-22
China,Ireland,Dublin,2023,1982,Female,27+
Nepal,Germany,Frankfurt,2024,3749,Female,23-26
Nigeria,Ireland,Dublin,2015,1171,Female,18-22
Pakistan,South Korea,Daejeon,2016,1492,Male,23-26
Vietnam,Ireland,Dublin,2017,596,Male,18-22
Vietnam,UAE,Dubai,2023,1321,Male,18-22
Bangladesh,UAE,Sharjah,2018,683,Male,23-26
Kenya,Spain,Valencia,2020,2307,Female,23-26
Vietnam,Ireland,Cork,2015,675,Male,18-22
India,UAE,Abu Dhabi,2019,2331,Male,18-22
Nepal,Canada,Toronto,2015,2939,Female,18-22
China,Ireland,Dublin,2019,1756,Female,18-22
Vietnam,Japan,Osaka,2020,2115,Male,18-22
China,Sweden,Uppsala,2016,2599,Male,18-22
Turkey,Netherlands,Rotterdam,2016,1430,Female,18-22
Brazil,UK,Manchester,2021,5531,Male,23-26
Vietnam,Spain,Madrid,2016,2564,Female,18-22
Pakistan,South Africa,Pretoria,2018,1681,Female,18-22
India,Canada,Montreal,2021,10004,Male,18-22
China,South Korea,Busan,2020,5519,Male,23-26
Brazil,India,Delhi,2021,1315,Male,18-22
Turkey,Finland,Helsinki,2023,822,Female,18-22
Turkey,Finland,Helsinki,2020,586,Female,23-26
Nigeria,Spain,Barcelona,2024,3475,Non-binary,23-26
Nepal,Singapore,Singapore,2024,2582,Female,18-22
Bangladesh,South Africa,Johannesburg,2017,1567,Female,23-26
Brazil,Finland,Helsinki,2016,360,Male,18-22
Pakistan,Germany,Munich,2023,2935,Female,18-22
Bangladesh,Netherlands,Amsterdam,2023,2531,Female,18-22
Kenya,Sweden,Uppsala,2021,2019,Female,23-26
India,Netherlands,Rotterdam,2017,3825,Male,23-26
India,Australia,Sydney,2021,10418,Male,18-22
Pakistan,Finland,Tampere,2019,508,Female,18-22
China,Netherlands,Eindhoven,2016,3534,Female,18-22
Pakistan,Germany,Frankfurt,2015,2288,Male,23-26
Nepal,Singapore,Singapore,2017,2531,Female,23-26
Brazil,Italy,Milan,2019,2480,Female,18-22
Brazil,France,Lyon,2023,3300,Female,18-22
Bangladesh,Japan,Tokyo,2019,2123,Female,18-22
India,Italy,Florence,2022,6068,Female,18-22
Brazil,Spain,Madrid,2021,2905,Female,18-22
Pakistan,Norway,Bergen,2023,1349,Female,23-26
Nepal,Ireland,Cork,2020,964,Female,18-22
Turkey,India,Delhi,2019,1198,Female,23-26
Pakistan,Italy,Milan,2024,1810,Female,18-22
Bangladesh,Finland,Turku,2017,479,Male,23-26
Bangladesh,Italy,Rome,2016,2011,Male,18-22
Nigeria,Spain,Madrid,2021,3677,Female,23-26
China,Singapore,Singapore,2020,4198,Male,18-22
Kenya,Netherlands,Rotterdam,2024,2661,Female,18-22
Turkey,UK,London,2020,5393,Female,18-22
Pakistan,UK,London,2019,3609,Female,18-22
Nigeria,Finland,Tampere,2017,754,Female,23-26
Bangladesh,Norway,Bergen,2018,1046,Female,23-26
Pakistan,Netherlands,Amsterdam,2021,1907,Male,18-22
Nepal,UAE,Sharjah,2019,963,Female,18-22
India,Germany,Frankfurt,2017,7541,Male,23-26
Turkey,South Africa,Cape Town,2017,1517,Female,23-26
Vietnam,France,Lyon,2019,2783,Male,18-22
Nepal,Russia,Kazan,2019,1786,Female,18-22
Pakistan,Australia,Melbourne,2016,3969,Male,18-22
Turkey,Netherlands,Amsterdam,2017,1340,Male,23-26
Kenya,Ireland,Cork,2018,771,Male,23-26
Kenya,Russia,Kazan,2022,1967,Male,18-22
Turkey,Netherlands,Rotterdam,2016,1795,Female,23-26
Brazil,UK,London,2016,4971,Female,18-22
India,Russia,St. Petersburg,2016,3819,Female,18-22
Kenya,South Africa,Cape Town,2019,1365,Female,18-22
Pakistan,USA,Chicago,2016,4554,Male,23-26
Turkey,Singapore,Singapore,2016,1786,Male,23-26
Vietnam,India,Bangalore,2020,1288,Female,23-26
Brazil,Germany,Hamburg,2024,3205,Female,18-22
India,Australia,Brisbane,2019,9153,Male,18-22
Brazil,Japan,Osaka,2021,2836,Male,18-22
Nepal,USA,Boston,2019,6411,Female,23-26
Brazil,UK,Birmingham,2018,5883,Female,18-22
China,Ireland,Dublin,2017,1615,Female,27+
Brazil,Canada,Vancouver,2016,1199,Male,18-22
Nepal,Spain,Madrid,2019,1839,Male,18-22
India,USA,New York,2023,19076,Female,18-22
Turkey,Finland,Tampere,2021,638,Male,18-22
India,Finland,Tampere,2019,1347,Male,18-22
Vietnam,Canada,Montreal,2022,3689,Male,18-22
Pakistan,Russia,Kazan,2021,2091,Female,18-22
Vietnam,USA,Los Angeles,2018,6336,Female,23-26
Pakistan,South Africa,Johannesburg,2024,1683,Female,18-22
India,Germany,Munich,2021,8431,Female,23-26
China,Sweden,Stockholm,2016,2636,Male,18-22
Brazil,South Africa,Cape Town,2021,1473,Male,18-22
Turkey,Australia,Melbourne,2019,3871,Male,23-26
China,USA,New York,2020,12987,Male,18-22
Turkey,Netherlands,Eindhoven,2016,1583,Female,18-22
Turkey,UAE,Dubai,2017,929,Male,23-26
Turkey,France,Lyon,2018,2319,Male,18-22
Turkey,Netherlands,Eindhoven,2017,1840,Female,18-22
Bangladesh,Ireland,Cork,2019,1119,Female,18-22
Pakistan,Germany,Munich,2015,2511,Male,18-22
Kenya,Ireland,Galway,2022,1178,Male,18-22
Nigeria,Italy,Rome,2018,2725,Female,18-22
Kenya,UAE,Dubai,2020,1173,Female,18-22
Vietnam,Canada,Vancouver,2020,3552,Male,18-22
Pakistan,Finland,Helsinki,2017,645,Female,27+
China,Norway,Bergen,2015,2038,Female,18-22
Kenya,USA,Chicago,2018,5644,Female,23-26
Nepal,Norway,Bergen,2019,1540,Male,23-26
India,Netherlands,Rotterdam,2024,5773,Male,18-22
Nepal,UK,Manchester,2021,5148,Male,23-26
Kenya,Singapore,Singapore,2015,1527,Female,27+
Brazil,South Korea,Daejeon,2016,1902,Female,18-22
Pakistan,Sweden,Gothenburg,2021,1747,Male,27+
Kenya,Singapore,Singapore,2015,2029,Female,27+
Nigeria,USA,New York,2021,10169,Non-binary,23-26
Vietnam,Ireland,Galway,2022,886,Female,23-26
Turkey,Singapore,Singapore,2024,2400,Male,18-22
Brazil,Australia,Brisbane,2016,2932,Female,18-22
Kenya,Germany,Frankfurt,2020,2948,Male,23-26
Pakistan,South Africa,Cape Town,2018,1046,Female,18-22
Kenya,South Africa,Cape Town,2020,1433,Male,18-22
Vietnam,Norway,Bergen,2020,1603,Male,23-26
Nepal,Spain,Madrid,2016,2473,Male,18-22
Nepal,UK,Birmingham,2017,3026,Male,18-22
China,Japan,Kyoto,2016,4750,Male,23-26
Vietnam,Sweden,Uppsala,2024,2403,Female,18-22
Turkey,Sweden,Stockholm,2016,1778,Female,18-22
India,Australia,Brisbane,2015,7255,Male,23-26
China,Russia,St. Petersburg,2023,4254,Female,23-26
India,Netherlands,Rotterdam,2019,4552,Female,18-22
Kenya,Australia,Melbourne,2016,3831,Male,18-22
Vietnam,Australia,Brisbane,2024,4312,Male,18-22
Brazil,USA,Los Angeles,2016,4633,Male,18-22
Pakistan,Netherlands,Eindhoven,2016,1666,Male,23-26
Brazil,Netherlands,Amsterdam,2016,1699,Male,27+
Vietnam,UAE,Dubai,2021,1156,Male,23-26
Nepal,UAE,Abu Dhabi,2016,538,Female,18-22
Pakistan,Germany,Frankfurt,2022,3029,Female,18-22
China,Italy,Milan,2022,4454,Male,18-22
Pakistan,Canada,Montreal,2021,4214,Male,18-22
Brazil,USA,Chicago,2023,5930,Female,18-22
Nigeria,Canada,Vancouver,2018,6040,Female,18-22
Nepal,UK,London,2021,4496,Male,18-22
Nepal,Netherlands,Amsterdam,2018,1704,Male,23-26
Turkey,USA,Los Angeles,2024,7305,Female,23-26
Brazil,Spain,Barcelona,2020,2728,Male,18-22
Brazil,Finland,Helsinki,2015,539,Male,18-22
Kenya,Norway,Bergen,2024,1825,Male,18-22
China,Australia,Brisbane,2017,6521,Male,23-26
India,South Korea,Seoul,2016,5595,Female,27+
Vietnam,Norway,Trondheim,2018,1036,Male,18-22
Nigeria,Spain,Valencia,2023,4601,Female,27+
Bangladesh,South Korea,Daejeon,2019,2734,Male,18-22
Nepal,India,Mumbai,2015,484,Female,23-26
Nigeria,Sweden,Stockholm,2023,2491,Male,18-22
Vietnam,Australia,Sydney,2020,3237,Male,23-26
Bangladesh,Germany,Munich,2016,2404,Male,23-26
China,Australia,Brisbane,2022,8165,Male,18-22
Vietnam,UAE,Abu Dhabi,2019,868,Female,23-26
Kenya,UK,Birmingham,2024,5738,Male,23-26
Nepal,Finland,Helsinki,2016,450,Male,18-22
Turkey,Netherlands,Rotterdam,2021,1861,Female,18-22
Vietnam,France,Lyon,2019,3302,Male,23-26
Vietnam,Italy,Florence,2021,1926,Male,23-26
Nepal,Germany,Hamburg,2017,2810,Male,23-26
Brazil,UAE,Abu Dhabi,2016,826,Female,18-22
Turkey,UK,Birmingham,2023,4800,Female,27+
Vietnam,Italy,Florence,2018,1614,Female,23-26
Turkey,South Korea,Daejeon,2022,1939,Male,18-22
Pakistan,India,Bangalore,2021,1260,Male,18-22
Brazil,Sweden,Stockholm,2022,2308,Female,23-26
Vietnam,Japan,Kyoto,2020,2741,Male,27+
Pakistan,Australia,Melbourne,2020,4537,Female,18-22
Nigeria,Russia,Moscow,2016,2497,Male,23-26
China,Canada,Vancouver,2024,8399,Female,18-22
Pakistan,USA,Chicago,2017,5238,Male,18-22
Vietnam,USA,Chicago,2018,3844,Male,23-26
Nigeria,USA,Chicago,2020,10220,Female,23-26
Bangladesh,Canada,Montreal,2017,4206,Female,27+
Kenya,Spain,Barcelona,2023,3458,Female,27+
Pakistan,Netherlands,Amsterdam,2017,1798,Female,18-22
Nepal,South Africa,Cape Town,2023,1720,Male,23-26
India,Spain,Valencia,2020,6775,Male,18-22
Pakistan,Spain,Valencia,2020,2863,Male,18-22
China,Netherlands,Eindhoven,2015,3402,Male,18-22
China,Spain,Barcelona,2018,4621,Female,18-22
Nigeria,Canada,Vancouver,2020,6190,Male,23-26
Turkey,South Korea,Busan,2020,2415,Female,18-22
Brazil,Norway,Oslo,2015,1385,Female,18-22
Vietnam,Germany,Frankfurt,2016,1940,Female,27+
Kenya,Spain,Valencia,2017,2562,Male,18-22
Brazil,France,Paris,2024,3383,Male,18-22
Vietnam,Singapore,Singapore,2024,2561,Male,23-26
Vietnam,Russia,Moscow,2020,1952,Male,18-22
Kenya,Netherlands,Eindhoven,2021,1779,Male,18-22
Nepal,Singapore,Singapore,2018,1892,Female,18-22
Nepal,India,Mumbai,2017,1103,Male,18-22
Turkey,France,Lyon,2016,2497,Female,18-22
Pakistan,Spain,Madrid,2015,1512,Female,23-26
Pakistan,Ireland,Dublin,2024,847,Male,18-22
Vietnam,Japan,Tokyo,2017,2483,Male,23-26
Nigeria,South Korea,Daejeon,2015,2821,Male,18-22
Brazil,UAE,Sharjah,2021,1081,Female,18-22
Kenya,UK,Birmingham,2019,3810,Male,18-22
Nepal,Italy,Milan,2018,2420,Male,18-22
Bangladesh,Japan,Tokyo,2020,2989,Non-binary,18-22
China,Italy,Rome,2022,4985,Male,18-22
China,Singapore,Singapore,2015,2837,Female,18-22
China,South Korea,Seoul,2020,4570,Male,18-22
China,Italy,Milan,2020,4655,Male,18-22
China,Italy,Florence,2022,4661,Male,18-22
Vietnam,India,Mumbai,2016,1341,Male,18-22
China,France,Paris,2022,6316,Male,23-26
China,Finland,Tampere,2020,1206,Non-binary,18-22
Turkey,Canada,Toronto,2022,4965,Male,23-26
Bangladesh,UK,London,2022,4645,Female,18-22
China,USA,Chicago,2018,12375,Male,18-22
Nepal,Australia,Melbourne,2020,2837,Female,18-22
China,USA,Los Angeles,2021,14464,Male,18-22
Turkey,USA,Los Angeles,2022,7788,Female,23-26
Pakistan,USA,Los Angeles,2020,6371,Female,27+
Turkey,Sweden,Gothenburg,2020,1776,Male,18-22
Brazil,Spain,Madrid,2018,2138,Male,23-26
Nepal,South Africa,Johannesburg,2024,1911,Male,18-22
Nigeria,Russia,Kazan,2020,3067,Male,18-22
Brazil,Germany,Berlin,2022,3720,Female,18-22
Vietnam,Spain,Valencia,2020,2511,Male,23-26
Pakistan,South Africa,Johannesburg,2021,1523,Male,23-26
Vietnam,Norway,Oslo,2023,1280,Male,23-26
Turkey,Singapore,Singapore,2022,2084,Female,23-26
Nepal,Norway,Bergen,2022,1224,Male,18-22
Turkey,Italy,Rome,2022,2341,Female,27+
Kenya,Norway,Trondheim,2016,1090,Male,18-22
China,South Korea,Seoul,2024,5926,Male,18-22
Bangladesh,Italy,Rome,2020,2284,Male,18-22
Brazil,UAE,Abu Dhabi,2017,752,Female,23-26
Brazil,Ireland,Galway,2022,870,Male,23-26
Pakistan,UAE,Dubai,2024,1313,Male,23-26
Bangladesh,Germany,Berlin,2023,3321,Male,27+
India,Netherlands,Rotterdam,2019,4273,Male,18-22
Brazil,Germany,Berlin,2017,1913,Female,18-22
Kenya,Ireland,Dublin,2023,1236,Female,27+
Kenya,Finland,Turku,2024,922,Male,23-26
Vietnam,Ireland,Dublin,2015,430,Male,27+
Nigeria,Ireland,Galway,2016,914,Male,18-22
Bangladesh,Sweden,Stockholm,2023,1809,Male,23-26
Nepal,USA,Los Angeles,2017,6656,Female,18-22
Bangladesh,Germany,Hamburg,2019,2811,Male,23-26
Kenya,USA,Boston,2020,7481,Female,27+
Brazil,Norway,Oslo,2022,1598,Female,23-26
Turkey,Japan,Kyoto,2019,2325,Female,23-26
Turkey,South Africa,Cape Town,2015,1125,Male,23-26
China,Sweden,Stockholm,2021,3409,Male,23-26
China,Australia,Brisbane,2024,8225,Female,23-26
Bangladesh,France,Marseille,2016,1319,Male,18-22
Turkey,Italy,Milan,2023,1715,Female,18-22
China,France,Paris,2023,7949,Female,18-22
China,Ireland,Dublin,2016,1539,Male,23-26
Kenya,Germany,Frankfurt,2017,3249,Male,23-26
Nigeria,Norway,Oslo,2016,1651,Female,18-22
Bangladesh,Norway,Bergen,2024,1516,Male,18-22
Kenya,Germany,Berlin,2020,4332,Male,23-26
Bangladesh,Netherlands,Rotterdam,2019,1845,Male,23-26
India,France,Paris,2021,8580,Female,18-22
India,UK,Birmingham,2023,13262,Male,27+
Nigeria,Singapore,Singapore,2017,3070,Female,23-26
Bangladesh,Singapore,Singapore,2019,1858,Male,18-22
India,South Korea,Seoul,2022,6831,Male,18-22
Nigeria,France,Lyon,2021,5423,Female,18-22
Brazil,Norway,Trondheim,2022,1812,Male,18-22
Turkey,Netherlands,Rotterdam,2022,2043,Male,27+
Pakistan,Spain,Barcelona,2019,2855,Female,23-26
India,USA,Los Angeles,2021,16677,Male,18-22
Kenya,UAE,Abu Dhabi,2016,874,Male,23-26
Vietnam,USA,Los Angeles,2024,7647,Female,23-26
China,UAE,Dubai,2018,1770,Male,23-26
Turkey,Netherlands,Eindhoven,2015,2096,Female,23-26
Nigeria,Norway,Bergen,2023,1913,Female,23-26
Nepal,Russia,Moscow,2021,1766,Male,18-22
China,Germany,Berlin,2024,7979,Female,18-22
Turkey,Germany,Frankfurt,2022,4372,Female,23-26
India,Ireland,Galway,2017,2053,Male,23-26
Turkey,Japan,Osaka,2018,2657,Male,23-26
Turkey,India,Bangalore,2016,1107,Male,23-26
Pakistan,Germany,Munich,2024,4092,Female,18-22
India,South Korea,Seoul,2015,5474,Female,18-22
Turkey,Netherlands,Eindhoven,2024,2886,Male,23-26
Nigeria,Singapore,Singapore,2019,3072,Female,23-26
India,Singapore,Singapore,2021,5615,Female,23-26
India,Norway,Trondheim,2015,2565,Female,18-22
Turkey,UAE,Dubai,2021,1295,Male,18-22
Bangladesh,UAE,Abu Dhabi,2023,1175,Male,18-22
Brazil,South Africa,Cape Town,2023,1818,Male,23-26
Turkey,Spain,Valencia,2022,2221,Male,18-22
Turkey,Sweden,Stockholm,2018,1586,Male,23-26
Bangladesh,South Africa,Pretoria,2020,1533,Female,23-26
Kenya,USA,Boston,2022,7326,Male,23-26
China,Spain,Madrid,2015,3668,Female,23-26
China,Russia,Kazan,2022,3855,Female,27+
Turkey,Norway,Bergen,2024,1297,Female,23-26
Nepal,UK,London,2023,4948,Male,18-22
Kenya,Ireland,Cork,2020,928,Male,18-22
Brazil,France,Paris,2017,2626,Male,23-26
Pakistan,Canada,Montreal,2016,3230,Female,18-22
China,Finland,Tampere,2023,1319,Female,18-22
Vietnam,Singapore,Singapore,2019,1712,Male,23-26
Nepal,Spain,Valencia,2024,2891,Male,23-26
Nepal,India,Mumbai,2018,1018,Female,18-22
Nigeria,India,Mumbai,2019,1750,Female,18-22
Turkey,Australia,Brisbane,2016,3404,Male,23-26
India,Germany,Munich,2022,9291,Female,18-22
Nigeria,Netherlands,Amsterdam,2021,3038,Male,18-22
Nepal,Germany,Hamburg,2021,2315,Male,18-22
Nigeria,Japan,Osaka,2018,3797,Male,18-22
Turkey,Italy,Milan,2020,2054,Male,27+
China,Spain,Madrid,2021,5365,Male,18-22
China,Italy,Milan,2021,4385,Male,23-26
Nigeria,Italy,Rome,2017,2407,Male,23-26
Pakistan,India,Mumbai,2023,1496,Female,18-22
Kenya,Japan,Osaka,2016,2394,Female,23-26
China,Japan,Osaka,2023,6392,Female,23-26
Kenya,Canada,Montreal,2024,5675,Male,23-26
Pakistan,Canada,Montreal,2019,2998,Female,18-22
India,Japan,Kyoto,2019,6528,Male,18-22
Kenya,Netherlands,Eindhoven,2018,2046,Female,18-22
India,Spain,Valencia,2018,5471,Male,23-26
Pakistan,Ireland,Cork,2017,762,Male,18-22
Nepal,Canada,Vancouver,2017,4214,Female,18-22
Nepal,Germany,Munich,2019,2581,Male,23-26
Pakistan,UK,Manchester,2023,4209,Male,23-26
Pakistan,Japan,Tokyo,2019,3180,Female,23-26
Kenya,Russia,Kazan,2018,1868,Female,18-22
Pakistan,South Africa,Johannesburg,2017,1269,Male,27+
Vietnam,UAE,Sharjah,2022,933,Male,18-22
Kenya,Spain,Barcelona,2018,2667,Male,23-26
Nigeria,Germany,Hamburg,2023,4382,Male,18-22
Turkey,UAE,Abu Dhabi,2018,858,Female,23-26
Turkey,UK,Manchester,2019,3774,Male,18-22
Vietnam,Singapore,Singapore,2017,1960,Female,18-22
Bangladesh,Australia,Melbourne,2016,4494,Male,18-22
India,USA,Chicago,2023,18603,Female,18-22
Pakistan,Italy,Milan,2024,2078,Male,18-22
Turkey,Japan,Osaka,2015,2695,Male,23-26
Nepal,Finland,Turku,2021,633,Male,18-22
Kenya,Ireland,Galway,2024,1039,Female,23-26
Brazil,Netherlands,Amsterdam,2024,2119,Male,27+
India,UAE,Dubai,2017,2017,Male,23-26
Bangladesh,Spain,Valencia,2020,1873,Female,27+
Nigeria,Russia,Moscow,2017,2564,Male,18-22
Pakistan,UAE,Dubai,2016,1162,Male,23-26
Nigeria,South Korea,Seoul,2019,4046,Female,27+
Pakistan,India,Bangalore,2022,1633,Male,23-26
Vietnam,Canada,Toronto,2024,4872,Female,18-22
Nepal,Canada,Toronto,2018,4468,Non-binary,18-22
Brazil,Italy,Rome,2016,1883,Female,23-26
Vietnam,Australia,Melbourne,2023,4462,Female,23-26
Vietnam,USA,Boston,2023,7243,Male,18-22
Turkey,South Korea,Daejeon,2019,2396,Male,23-26
India,Australia,Sydney,2016,7465,Male,18-22
Pakistan,France,Marseille,2021,3024,Male,18-22
Pakistan,France,Marseille,2020,3178,Male,23-26
Brazil,USA,New York,2017,4250,Female,18-22
Pakistan,South Africa,Johannesburg,2015,1511,Male,23-26
Vietnam,UK,Birmingham,2024,6091,Female,23-26
Vietnam,UAE,Abu Dhabi,2016,871,Female,18-22
Vietnam,Russia,St. Petersburg,2020,1883,Male,27+
Turkey,South Korea,Seoul,2022,2573,Male,27+
Nepal,Germany,Berlin,2023,2601,Male,18-22
Bangladesh,UK,Manchester,2016,3732,Male,18-22
Brazil,Canada,Vancouver,2024,4538,Male,18-22
Turkey,Norway,Bergen,2020,1471,Male,18-22
India,Canada,Vancouver,2022,9885,Male,18-22
Nepal,Singapore,Singapore,2022,1977,Female,23-26
Brazil,South Africa,Cape Town,2018,1443,Female,18-22
Nigeria,UK,Manchester,2021,6357,Male,18-22
Kenya,France,Marseille,2015,2891,Male,18-22
Brazil,Canada,Toronto,2021,4663,Female,18-22
Brazil,Japan,Osaka,2019,2709,Male,23-26
Vietnam,Sweden,Stockholm,2018,1214,Male,27+
China,India,Mumbai,2016,1976,Male,23-26
Kenya,South Africa,Pretoria,2015,1232,Male,23-26
Turkey,Canada,Vancouver,2017,2392,Female,18-22
Nigeria,Canada,Montreal,2015,5419,Male,18-22
Nigeria,Singapore,Singapore,2024,4151,Female,18-22
Brazil,Spain,Barcelona,2017,1829,Male,18-22
Pakistan,South Korea,Daejeon,2015,2040,Male,18-22
India,France,Lyon,2022,9696,Female,23-26
Brazil,Germany,Munich,2020,2546,Female,23-26
Nigeria,Australia,Brisbane,2017,4547,Male,23-26
China,Russia,Moscow,2023,4648,Female,27+
Turkey,Russia,St. Petersburg,2016,1224,Female,23-26
Bangladesh,Japan,Tokyo,2017,1372,Female,27+
Turkey,UAE,Abu Dhabi,2018,605,Male,18-22
Vietnam,Germany,Hamburg,2023,3909,Female,23-26
Nigeria,Australia,Sydney,2024,7621,Male,18-22
Turkey,Italy,Milan,2020,2330,Male,18-22
Vietnam,Singapore,Singapore,2019,2176,Male,23-26
Bangladesh,Ireland,Cork,2017,830,Male,23-26
China,Japan,Tokyo,2017,4732,Male,23-26
Pakistan,France,Marseille,2017,2247,Male,23-26
India,UAE,Abu Dhabi,2018,2451,Male,18-22
Turkey,Germany,Munich,2020,2648,Female,18-22
China,Norway,Oslo,2019,2641,Male,18-22
Kenya,Netherlands,Amsterdam,2020,2334,Male,18-22
Vietnam,France,Lyon,2017,2906,Female,27+
Bangladesh,Ireland,Cork,2023,893,Female,18-22
China,Spain,Barcelona,2023,5414,Female,18-22
Nigeria,Germany,Berlin,2015,4388,Male,23-26
India,Spain,Barcelona,2015,5015,Female,18-22
Vietnam,UK,Birmingham,2020,4537,Male,23-26
Nigeria,Netherlands,Rotterdam,2018,2384,Female,23-26
Bangladesh,Netherlands,Amsterdam,2020,1621,Male,18-22
Turkey,USA,Los Angeles,2023,7734,Male,18-22
Brazil,USA,Los Angeles,2016,5753,Male,23-26
Vietnam,Ireland,Galway,2024,1405,Female,23-26
China,Japan,Tokyo,2015,3841,Male,23-26
Pakistan,UK,Manchester,2019,4855,Female,18-22
Vietnam,France,Lyon,2021,2677,Male,18-22
China,South Korea,Busan,2024,6177,Male,23-26
Kenya,Singapore,Singapore,2023,1844,Male,18-22
Brazil,Singapore,Singapore,2024,1864,Female,18-22
India,UK,London,2024,12840,Female,18-22
China,Australia,Brisbane,2019,7078,Female,27+
Kenya,South Korea,Seoul,2015,1974,Female,18-22
